,Conteo de patrocinadores,Descripción,Objetivo,Nombre del proyecto,Estatus,Ubicación (por estado),Recaudado,Creador(a),Categoría
1021,7,"Una retrospectiva a la toma de decisiones, las consecuencias  que se notan  distantes y en algún momento se vuelven nuestra realidad.",16000,El Flaco,Exitoso,Quintana Roo,17118,Héctor Murguía Morales,Cine y video
1022,7,A feature film about an elementary school that must build a marching band for a tournament.,350000,The Marching Band/La Banda de Guerra,Fallido,Veracruz-Llave,15068,Marcelino Calzada,Cine y video
1023,7,A horror film by Peralta Naranjos,90000,FRUTO,Fallido,Veracruz-Llave,14693,PERANJOX Films,Cine y video
1024,7,"Hola amigos, soy Rebeca Herrera, soy actriz, mi sueño es emprender mi carrera aquí en Mexico y estoy a punto de cumplirlo con ""Feroz""",5000,"Proyecto ""Feroz""",Exitoso,Baja California,12600,Rebeca Herrera Martínez,Teatro
1025,7,A photographic record of plantations in Veracruz,140000,Photographic book: Ex Haciendas de Veracruz,Fallido,Veracruz-Llave,11828,Enrique Alfonso López Cruz Prieto,Fotografía
1026,7,Muñecas oaxaqueñas de trapo,6000,Muñecas de trapo oaxaqueñas,Exitoso,Veracruz-Llave,11118,Juan David Velazco baxin,Artesanía
1027,7,"VIBRA es el segundo material de la banda mexicana BuenRostro, y necesitamos de tu apoyo para llevarlo hasta ti",150000,"""VIBRA"", nuevo material musical de la banda BuenRostro",Fallido,Distrito Federal,9050,Miguel Ángel Osorio Hernández,Música
1028,7,Actualmente estamos en proceso de grabar nuestro primer gran LP.,9000,Amatista,Exitoso,Baja California,9000,Victor Manuel Elizondo Gomez,Música
1029,7,"I create unique, original, and inexpensive logos for all types of needs.",3000,The Logo Making.,Exitoso,Queretaro de Arteaga,8618,Brandon,Diseño
1030,7,Videodanza con un mensaje de apoyo para todos los que alguna vez se han perdido a sí mismos pero nunca se han rendido.,50000,RESILIENTE,Fallido,Jalisco,7507,RESILIENTE VIDEODANZA,Cine y video
1031,7,"El cortometraje ""Ella"" es un drama que aborda el tema de la ruptura desde las acciones internas de los personajes.",103000,"Cortometraje ""Ella""",Fallido,Michoacan de Ocampo,6618,Lupyta Hypatya López Reyes,Cine y video
1032,7,Cortometraje sobre un lugar de expresiones que carecen de naturalidad. Explorando la impotencia e inconsciencia de la realidad.,50000,CERO,Fallido,Distrito Federal,5368,Francisco Torres,Cine y video
1033,7,"Una historia de CiFi mexicana 100% creíble 100% realizable. La CiFi no solo son naves y efectos visuales. \r
¡La historia es genial!",128000,Salomón Francés (E.L.L.E.) Serie de Televisión,Fallido,Baja California,5318,Luis Enrique Valle,Cine y video
1034,7,Un libro digital de fotos de los 106 municipios de Yucatán / A digital book of photos of the 106 municipalities of Yucatán,160000,Libro digital de fotos de los 106 municipios de Yucatán,Fallido,Yucatan,4318,Roberto Escalante Carvajal,Fotografía
1035,7,Un cortometraje de ciencia ficción acerca de viajes entre realidades paralelas.,61000,Realidades sin Incidente,Fallido,Mexico,4296,Bernardo Escamilla,Cine y video
1036,7,"Aguapanela es mi disco debut como cantautor. Canciones con sabor latino, producidas por el maestro Víctor Patrón, arreglista de Arjona.",75000,"Aguapanela, primer disco como cantautor de Alex Toledo",Fallido,Distrito Federal,3995,Alex Toledo,Música
