,Nombre del proyecto,Creador(a),Estatus,Ubicación (por estado),Descripción,Descripción (limpia),Palabras clave,Recaudado,Objetivo,Conteo de patrocinadores,Categoría
1412,LOPE ENAMORADO,Fitón Teatro,Fallido,Distrito Federal,Proyecto teatral dirigido por Martín Acosta que habla y reflexiona sobre el amor y su naturaleza.,proyecto teatral dirigido martín acosta habla reflexiona amor naturaleza,"['teatral', 'reflexiona amor']",800,30000,1,Teatro
1413,MONTIEL CD,MOISES GONZALEZ MONTIEL,Fallido,Morelos,"PROYECTO MUSICAL DEDICADO A CANTAR AL AMOR Y AL DESAMOR, LETRAS FRESCAS Y DIGERIBLES, CONCEPTO ROCK POP",proyecto musical dedicado cantar amor desamor letras frescas digeribles concepto rock pop,"['musical', 'concepto rock']",700,100000,1,Música
1414,Presentación de Zimbabwe México en el Cervantino,Jorge Fabian,Fallido,Distrito Federal,"Fuimos seleccionados para participar este año en el FIVAC en Gto. Nosotros somos de CDMX y necesitamos recursos para hospedaje,viáticos",seleccionados participar año fivac gto cdmx necesitamos recursos hospedajeviáticos,"['participar', 'recursos', 'ano']",600,8000,1,Música
1415,Translate to Spanish of book: Recursive Frame Analysis,Juan Carlos García Jiménez,Fallido,Queretaro de Arteaga,Translate to Spanish and edit 100 copies of book Recursive Frame Analysis: A Practitioner's Tool for Mapping Therapeutic Conversation,translate spanish edit copies book recursive frame analysis practitioners tool mapping therapeutic conversation,"['spanish', 'mapping therapeutic']",600,75000,1,Editorial
1416,Cine movil Ohana,Nelly Fabiola Torres Jimenez,Fallido,Campeche,La diversión en familia es posible en las comunidades con el cine móvil Ohana.,diversión familia posible comunidades cine móvil ohana,"['movil', 'familia', 'cine']",500,650000,1,Cine y video
1417,Construyendo Nuestro Castillo,Ricardo Antonio Castillo,Fallido,Campeche,"Hola, soy Ricardo Castillo cantautor campechano, tras años de amor a la música he decidido crear mi primer EP, y tu puedes ser parte...",hola ricardo castillo cantautor campechano tras años amor música decidido crear primer ep puedes ser parte,"['ser', 'ricardo', 'crear']",500,10000,1,Música
1418,"Evolutive Reaction FREE webcomic, 2nd volume needs your help",Josue Romo,Fallido,Jalisco,"New Shonen webcomic with 40+ full color pages able online now, and hoping to continue with the making of the 2nd volume with your help.",new shonen webcomic full color pages able online hoping continue making 2nd volume help,"['shonen', 'pages', 'continue']",500,1300000,1,Cómic
1419,Grabación de disco independiente,Oscar Eduardo Gutiérrez Sosa,Fallido,Baja California,"Mi banda ""Alliance & Tyranny"" busca apoyo para poder financiar nuestro segundo EP el cual incluye 6 canciones inéditas.",banda alliance tyranny busca apoyo poder financiar segundo ep incluye canciones inéditas,"['canciones', 'alliance', 'financiar']",500,9500,1,Música
1420,Chiapas Emergente,Carlos Lopez,Fallido,Chiapas,Marcas emergentes de Chiapas que crean productos de gran calidad pero requieren apoyo en diseño de su imagen para ser más competitivas,marcas emergentes chiapas crean productos gran calidad requieren apoyo diseño imagen ser competitivas,"['ser', 'emergentes chiapas']",500,75000,1,Diseño
1421,Photography project for the conservation of nature,Jorge Alexis Figueroa Hernandez,Fallido,Chiapas,"The objective is to portray the natural wonders of southern México, and that this beauty promotes its conservation.",objective portray natural wonders southern méxico beauty promotes conservation,"['promotes', 'portray natural']",450,40000,1,Fotografía
1422,Cajas Mágicas de Teatro Cuerda Floja,Cuerda Floja,Fallido,Baja California,"Somos Teatro Cuerda Floja de Durango, México y con tu apoyo viajaremos a Belo Horizonte, Brasil al Festival de Teatro en Miniatura 2017",teatro cuerda floja durango méxico apoyo viajaremos belo horizonte brasil festival teatro miniatura,"['teatro', 'apoyo viajaremos']",300,50000,1,Teatro
1423,polvo de sueños,Iliana So,Fallido,Distrito Federal,"Un cortometraje con mensaje de vida, esperanza . Dos luchadores y una pintora  intentarán sobrevivir y alcanzar sus sueños.",cortometraje mensaje vida esperanza dos luchadores pintora intentarán sobrevivir alcanzar sueños,"['mensaje', 'sobrevivir alcanzar']",200,50000,1,Cine y video
1424,Ancient Mayan Empires - VR Experience (Canceled),Enrique R. (deleted),Cancelado,Campeche,Mexico Creates: Explore the ancient and mysterious Mayan cities in this immersive 3D world!,mexico creates explore ancient mysterious mayan cities immersive 3d world,"['cities', 'creates explore']",200,10000,1,Diseño
1425,Cecehachero Film Fest 3,Hector Javier González Ibarra,Fallido,Distrito Federal,Festival de Cine hecho por estudiantes de bachillerato y universitarios que busca fomentar la exhibición de cine en el circuito juvenil,festival cine hecho estudiantes bachillerato universitarios busca fomentar exhibición cine circuito juvenil,"['cine', 'circuito', 'universitarios']",200,90000,1,Cine y video
1426,Tony Velázquez... el album,Tony Velázquez,Fallido,Baja California,Soy un músico tapatío... busco grabar el primer EP de mi carrera para preparar la llegada de los primeros 10 años de carrera,músico tapatío busco grabar primer ep carrera preparar llegada primeros años carrera,['tapatio busco grabar'],200,20000,1,Música
1427,Festival Internacional de Body Paint en México,Darcy Eugenia Santos Girón,Fallido,Tabasco,Festival Internacional temático que celebra la identidad y la condición humana a través de pinturas vivientes.,festival internacional temático celebra identidad condición humana través pinturas vivientes,"['internacional', 'traves pinturas']",200,50000,1,Arte
1428,Cruel Destino-Amigos Especiales,Boina Roja Studios,Fallido,Distrito Federal,Serie animada que contará la vida escolar de una estudiante de preparatoria.,serie animada contará vida escolar estudiante preparatoria,"['animada', 'escolar estudiante']",200,28000,1,Cine y video
1429,EL CAMINO DE LA VOLUNTAD - SHORT FILM,Gustavo,Fallido,Baja California,"Éste es un cortometraje escolar, forma parte de nuestra tesis universitaria y necesitamos financiarla. ¡APOYANOS!",éste cortometraje escolar forma parte tesis universitaria necesitamos financiarla apoyanos,"['cortometraje', 'necesitamos financiarla']",200,25000,1,Cine y video
1430,FouKazoo: New Orleans Mexicano (Canceled),Ricardo Uresti (deleted),Cancelado,Veracruz-Llave,Una banda que fusiona el New Orleans Jazz con Pop y letras triviales en español. Ayudanos a realizar este proyecto!!,banda fusiona new orleans jazz pop letras triviales español ayudanos realizar proyecto,"['realizar', 'fusiona new']",200,40000,1,Música
1431,PRODUCING SHORT AND LONG FILMS,AshAlan,Fallido,Puebla,"I have the ideas, I have a team, I just need your help./ Tengo las ideas, tengo un equipo, solo necesito tu ayuda.",ideas team need help ideas equipo solo necesito ayuda,"['ideas', 'solo necesito']",187,1557562,1,Cine y video
1432,"A través del arte "" Identidad y Bíodiversidad de Chiapas"".",Magda Betina Alcántara Elizalde,Fallido,Chiapas,"We want to share and demonstrate, through art, the values of identity and biodiversidad of five indigenous communities of Chiapas.",want share demonstrate art values identity biodiversidad five indigenous communities chiapas,"['communities', 'share', 'identity']",150,200000,1,Arte
1433,Sueña: Grabando canciones de mi autoria,Erick Alejandro Montes Mtz,Fallido,Nuevo Leon,"Mi nombre es Alejandro y hace mas de 5 años toco la guitarra, hace 3 años escribía canciones, mi sueño es mi homestudio y grabarlas",nombre alejandro hace mas años toco guitarra hace años escribía canciones sueño homestudio grabarlas,"['hace', 'anos', 'homestudio']",150,10000,1,Música
1434,G-90,Jonatan Ortiz,Fallido,Baja California,Somos G-90 grupo​ integrado por 4 jovenes talentosos en busca de poder compartir nuestra musica​ con el mundo entero.,g90 grupo integrado jovenes talentosos busca poder compartir musica mundo entero,"['mundo', 'integrado jovenes']",100,100000,1,Música
1435,"Reload Music Media ""Recargando la Escena"" / Reload The Scene",Reload Music Media,Fallido,Queretaro de Arteaga,"Revista digital del estado de Querétaro,dedicada a la escena musical local, abarcando diferentes géneros,como artistas de todo tipo.",revista digital querétarodedicada escena musical local abarcando diferentes géneroscomo artistas tipo,"['digital', 'artistas', 'queretarodedicada']",100,40000,1,Editorial
1436,Que se siente ser yo...,Manuel De Jesús Segovia Chavez,Fallido,Quintana Roo,"Crear una serie para internet, sobre un joven que impulsa a un grupo de jóvenes que se ayudan a resolver sus problemas entre sí...",crear serie internet joven impulsa grupo jóvenes ayudan resolver problemas,"['joven', 'jovenes', 'serie', 'resolver']",100,20000,1,Cine y video
1437,Apoya al Festival Nacional de Orquestas Juveniles,Ulises Vega Morales,Fallido,Quintana Roo,Iniciativa independiente que reúne a jóvenes músicos del país para conformar una gran orquesta sinfónica.,iniciativa independiente reúne jóvenes músicos país conformar gran orquesta sinfónica,"['independiente', 'gran orquesta']",100,10000,1,Música
1438,Blue Boy,Héctor Eliud,Fallido,Baja California,Crear y  componer música electrónica,crear componer música electrónica,"['componer', 'musica', 'electronica']",100,40000,1,Música
1439,Star Chaser,Josue,Fallido,Queretaro de Arteaga,It’s an free to play space-based endless runner with gravity and other crazy mechanics.,free play spacebased endless runner gravity crazy mechanics,"['crazy', 'play spacebased']",100,4000,1,Juegos
1440,Soy mamá millennial (y no hemos muerto en el intento),Andy González García,Fallido,Distrito Federal,"Libro recogiendo todas las experiencias, consejos y momentos que he vivido como mamá, MILLENIAL, desde el embarazo hasta ahora",libro recogiendo todas experiencias consejos momentos vivido mamá millenial embarazo ahora,"['embarazo', 'recogiendo todas']",100,40000,1,Editorial
1441,Esas Viejas Heridas se va a Los Angeles,Luis Castilleja,Fallido,Distrito Federal,"""Esas Viejas Heridas"" adaptacion del Pelicano de Strindberg se va a Los Angeles al festival internacional de teatro.",viejas heridas adaptacion pelicano strindberg va angeles festival internacional teatro,"['festival internacional', 'heridas']",100,25000,1,Teatro
1442,From Mexico to the world,Jorge Eduardo,Fallido,Chiapas,"We're a handcrafter community from Chiapas, we are trying to spread out our products to the entire world",handcrafter community chiapas trying spread products entire world,"['entire', 'community chiapas']",100,15000,1,Artesanía
1443,Drawings of Women's Day,Jesús Alvarado,Fallido,Baja California,"A collection of classic portraits that show they natural beauty & can be whatever they want, something forgotten these days.",collection classic portraits show natural beauty whatever want something forgotten days,"['classic', 'days']",100,120000,1,Arte
1444,"Rescatando la pintura, el teatro y la literatura.",Eduardo Segovia Gonzalez,Fallido,Distrito Federal,No hay manera mas exquisita de expresar los sentimientos reprimidos del alma que con el arte.,manera mas exquisita expresar sentimientos reprimidos alma arte,"['alma', 'mas exquisita']",100,2330000,1,Arte
1445,ANCIENT MAYAN CITIES - VIRTUAL EXPERIENCE (Canceled),Enrique R. (deleted),Cancelado,Campeche,"Explore the ancient and mysterious Mayan cities, explore this immersive 3D world!",explore ancient mysterious mayan cities explore immersive 3d world,"['explore', 'mysterious mayan']",100,10000,1,Diseño
1446,"Revista ""La Central""",Cecilia Canseco Cruz,Fallido,Yucatan,"La Central es una revista que presenta por medio del diseño vintage y kitch una opción para ubicar mejor lo que Mérida Yucatán ofrece,",central revista presenta medio diseño vintage kitch opción ubicar mejor mérida yucatán ofrece,"['yucatan', 'revista presenta']",100,100000,1,Editorial
1447,¡Vamos de Gira! @SomosMay,Somos May,Fallido,Distrito Federal,"¡#May quiere ir a  tu ciudad! 
Ayúdanos a recaudar para una gira alrededor de la república y que este proyecto ¡CREZCA!",may quiere ir ciudad ayúdanos recaudar gira alrededor república proyecto crezca,"['proyecto', 'ayudanos recaudar']",100,25000,1,Música
1448,A veces soy como el río... Cribadores.,Eurípides Rendón Castillo,Fallido,Tamaulipas,Proyecto fotográfico sobre un trabajo artesanal muy poco conocido a nivel nacional e internacional.,proyecto fotográfico trabajo artesanal conocido nivel nacional internacional,"['fotografico', 'nivel nacional']",100,75000,1,Fotografía
1449,Videografías de la Danza,Diorama Arte y Escena,Fallido,Distrito Federal,"Videografías de la danza es la  primera videoteca de danza con producciones propias, que preserva este patrimonio artistíco en México.",videografías danza primera videoteca danza producciones propias preserva patrimonio artistíco méxico,"['danza', 'artistico', 'patrimonio']",100,190000,1,Arte
1450,poesía existencialista para el fin del mundo... Exhotermick,anuar arturo prieto jiménez,Fallido,Distrito Federal,"trabajo artístico de Anuar P.J. poemas, cuentos, cartas e ilustraciones propias y donadas, proyecto 100% autogestivo necesito recursos",trabajo artístico anuar pj poemas cuentos cartas ilustraciones propias donadas proyecto autogestivo necesito recursos,"['artistico', 'cuentos', 'necesito']",100,3000,1,Editorial
1451,Innuendo Digital Media Lab,Julian Miguel Juarez,Fallido,Baja California,"Somos un estudio creativo, que busca proveer a emprendedores la imagen que necesitan para consolidar su negocio.",estudio creativo busca proveer emprendedores imagen necesitan consolidar negocio,"['creativo', 'necesitan consolidar']",50,200000,1,Cine y video
1452,La Casa de Asterión de J.L. Borges - Microteatro (Canceled),Luis Fernández,Cancelado,Distrito Federal,"Se busca fondear la producción de la adaptación al teatro de una obra mágica de Jorge Luis Borges: ""La Casa de Asterión"".",busca fondear producción adaptación teatro obra mágica jorge luis borges casa asterión,"['fondear', 'borges casa']",50,10000,1,Teatro
1453,OneForAll (Independent Competitive Team),Ángel Pérez Arevalo,Fallido,Veracruz-Llave,Somos un equipo de eSpots independiente que busca convertirse en profesionales y en este caso requerimos un poco de su apoyo.,equipo espots independiente busca convertirse profesionales caso requerimos apoyo,"['requerimos', 'espots independiente']",50,77000,1,Juegos
1454,Compra de Instrumentos Y Equipo de Grabación Musical,Brayham Morales Sanchez,Fallido,Michoacan de Ocampo,Somos un grupo Nuevo de musica cristiana con el anhelo de hacer un album y necesitamos mas equipo para poder llevarlo a cabo.,grupo nuevo musica cristiana anhelo hacer album necesitamos mas equipo poder llevarlo cabo,"['llevarlo', 'nuevo musica']",22,30000,1,Música
1455,HUUH RADIO,Néstor Velázquez,Fallido,Quintana Roo,"Huuh radio es una nueva propuesta de contenido stream en formato de radio programa 100% digital, 100% en Internet.",huuh radio nueva propuesta contenido stream formato radio programa digital internet,"['radio', 'programa digital']",21,35000,1,Editorial
1456,ETC Crew,Mario Alejandro Alba Gonzalez,Fallido,Aguascalientes,"de aguascalientes México.
Agrupación musical enfocada al hip hop.",aguascalientes méxico agrupación musical enfocada hip hop,"['mexico', 'hip', 'agrupacion']",20,250000,1,Música
