,Proyecto,Autor(a),País,Descripción,Recaudación,Porcentaje,Vistas,Colaboradores,Categoría
1425,LA CINTA - PELÍCULA,lacinta_pelicula,Argentina,La Cinta es una película que nace con la intención de modernizar el terror y hablar de lo que nos da miedo en la actualidad.,5278,26,2300,13,Cine y video
1426,"VITILLO ABALOS, UNA HISTORIA..",mil24,Argentina,"Ayudanos a terminar la pelicula de VITILLO, integrante de Los Hermanos Abalos. A sus 91 años graba con musicos de todos los géneros ...",5428,26,12300,44,Cine y video
1427,AYUDAME A AMPLIAR MI ATELIER!,Victoria Burkett,Argentina,"VICKY BURKETT® está en plena etapa de crecimiento, y esta vez quiero contar con vos! Ayudame a crear la SALA DE MÁQUINAS de mi atelier!",5961,26,13900,43,Diseño
1428,DAME FUEGO · MIRANDO MÚSICA,catedra salomone,Argentina,Cerca de 80 proyectos de estudiantes de Diseño Gráfico FADU UBA sobre el rock nacional reunidos en un libro.,8431,26,9400,74,Diseño
1429,UMBRAL,Claudio Perrin,Argentina,"""Ellos cruzan el umbral sitiados por el silencio de un crimen"" Largometraje inspirado en un hecho real: el linchamiento de un joven.",7811,25,9300,47,Artes visuales
1430,SALA COMPUTACIÓN Y MULTIMEDIA,COVI,Argentina,"Soñamos con la sala multimedia para los chicos de COVI, para enriquecer una infancia digna, llena de juegos, aprendizajes y posibilidades!",3360,25,11500,116,Artes visuales
1431,FICCION,El Viejo de la Bolsa,Argentina,"Intervención de Arte Contemporáneo sobre 3 salas del Museo Caraffa que fusiona técnicas de Cine, Teatro, Escultura, Pintura y Espectáculo.",14575,25,8500,58,Artes visuales
1432,CCC EL SUEÑO DE LA SALA PROPIA,Centro de Cine y Creación,Chile,"CCC: nuevo cine de barrio en Santiago, tu punto de encuentro social y creativo, el lugar que le debemos a las películas de Chile y el mundo",72603,25,6800,62,Cine y video
1433,MENSAJES QUE NOS IMPORTAN,Natalia Herrera,Argentina,"Ayudanos a que más chicos y jóvenes puedan ponerle el cuerpo y el corazón, a través del teatro, en lo que nos importa.",418,25,3800,8,Editorial
1434,MELI - CORTOMETRAJE,Daniela Gacitúa,Chile,"Corto de ficción que cuenta la historia de Meli, una joven mapuche que comienza a experimentar situaciones extrañas y sueños inexplicables.",10725,25,4400,21,Cine y video
1435,EL ÚLTIMO BOCHAZO,Fidias Producciones ?,Argentina,Queremos reivindicar la cultura de las bochas a través de un emotivo cortometraje ficcional. Ayudanos a lograrlo!,2239,25,1600,10,Cine y video
1436,LOS CUERPOS,Dulcinea,Argentina,"Los Cuerpos es un cortometraje de ficción de alumnos de la FUC, que filmaremos en Diciembre en Bariloche",3353,25,2700,24,Cine y video
1437,CAMINO AL LARGOMETRAJE!,Camino al Largometraje!,Argentina,Treinta personas en una experiencia de creación colectiva: hacer cine. Una producción de Formación en Matienzo,3726,25,9200,151,Cine y video
1438,¿TE COMERÍAS A TU PERRO?,Ana María Beltrán,Argentina,"Ayúdanos a filmar nuestro cortometraje ""CARNE DE PERRO"". Guión seleccionado por la Universidad del Cine, Buenos Aires ¡Necesitamos tu apoyo!",2892,25,7600,19,Cine y video
1439,UN TALLER PARA BAUMM!,baumm,Argentina,"Hacemos mochilas y bolsos reutilizando parapentes en desuso. Queremos remodelar el taller para que sea mas productivo, cómodo y luminoso",3310,25,7800,13,Diseño
1440,ATILIN ZAPATOS,Ati,Argentina,"Zapatos artesanales hechos a medida. Estamos en Buenos Aires, ARGENTINA.",575,25,15000,94,Diseño
1441,TUYO...¡AUNQUE TE RESISTAS!,Di.Vi.Na.,Argentina,Quiero invitarlos a que sean parte de mi sueño: realizar la 2° edición de mi libro TUYO...¡aunque te resistas! - NACIONAL e INTERNACIONAL,788,24,4700,14,Editorial
1442,STICKER MESTIZO,Gráfica Mestiza,Colombia,"Ya tenemos listo ""Sticker Mestizo"", el primer libro-álbum latinoamericano de stickers. Ahora necesitamos de TU colaboración para imprimirlo!",14892,24,14500,41,Editorial
1443,FRAGMENTOS - CORTOMETRAJE,Gabriel Musco,Argentina,Cortometraje sobre los daños psicologicos que deja una infancia de abusos. Es realizado por alumnos del CIEVYC en formato 16mm B/N.,317,24,7200,67,Cine y video
1444,WAR OF RAGNAROK - EL LIBRO,Alvaro J.R. Meroni,Argentina,"Los héroes de las antiguas sagas nórdicas cruzan sus destinos durante el inicio del Ragnarok, fin del mundo...",2075,24,5100,14,Editorial
1445,PSICOPATEAME,Soledad Fernandez,Argentina,"Un psicópata, un hacker, ciberbullying y las repercusiones en la salud. Y la importancia de la resiliencia.",3922,24,2000,19,Editorial
1446,MI BEBE APLV,JoaQuina Serra,Argentina,Este es un libro para quienes tengan un familiar con Alergia a la Proteína de Leche de Vaca (APLV).,4167,24,2000,11,Editorial
1447,FESTIROCK DEL 95`- DOCUMENTAL,Fabio Mascioli,Argentina,En un pueblo conservador y tradicionalista surge un movimiento de punk-rock liderado por jóvenes dispuestos a escribir su propia historia.,3611,24,926,11,Cine y video
1448,EL PORTADOR DEL FUEGO,matias,Argentina,luego de nuestra primer película Diallelos tenemos una nueva aventura de ciencia ficción para seguir soñando con el cine.,2418,24,912,10,Cine y video
1449,PROYECTO ISLA,ProyectoIsla,Argentina,Somos dos estudiantes de Diseño de Imagen y Sonido (FADU – UBA). ISLA es nuestra video-instalación y tesis final de la carrera.,2386,24,823,9,Cine y video
1450,QUIÉN FUE PEDRO?,Nomade Films,Argentina,Largometraje en donde todos improvisan menos su director.,17566,24,3800,32,Cine y video
1451,CIUDAD DE POBRES CORAZONES,Federico Tavera,Argentina,"Un policial que combina elementos de cómics, historias de detectives, alegorías a lo más bajo de nuestra sociedad, filmado en la Patagonia",4771,24,4700,24,Cine y video
1452,INSTINTAS,Instintas,Argentina,Cortometraje estilo fashion film a realizarse en noviembre de 2017 por la compañía La Chancha y la dirección de Sebastian Zayas,3137,24,2600,33,Cine y video
1453,HOMBRE COLIBRÍ- LARGOMETRAJE,Hombre Colibrí,Argentina,"Hombre Colibrí es una película cordobesa filmada en 2016. De genero drama con tintes de suspenso, aborda la arquitectura y espiritualidad.",3954,24,6700,18,Cine y video
1454,YA NO,María Angélica Gil,Uruguay,"""Ya No"" es un cortometraje de ficción en estado de desarrollo inspirado en el poema de Idea Vilariño.",11845,24,6800,18,Cine y video
1455,PERRO NEGRO (DOCUMENTAL),Perro Negro,Argentina,Perro Negro hace alusión al mito folclórico del Luisón. Es un documental que buscará retratar la manifestación del mismo en Paraguay.,2320,24,6700,19,Cine y video
1456,QUINIELA,Julia Portanier,Argentina,¿Terapia yo? ¡Ni muerta! Mejor me juego una partidita de Chinchón.,2284,24,7400,243,Cine y video
1457,REVISTA MUSICACLASICABA,MusicaClasica BA,Argentina,"Revista dedicada a la actualidad de la música clásica en Buenos Aires y alrededores. Notas, entrevistas, agenda, guía musical y mucho más!",5219,24,10400,235,Editorial
1458,65 HORAS EN EL VACIO,VALKIRIA PRODUCTORA,Argentina,"Película sobre la hazaña de Santy Schefer, tras haber batido el récord Guinness con 65 horas al aire transmitiendo su programa de radio.",4882,24,12400,22,Cine y video
1459,GALERÍA DE ARTE MÓVIL,Espora Gestión de arte,Argentina,Con MicroEspora Galería de Arte Móvil sacamos el arte a la calle. Necesitamos nuestra propia casa rodante... ¡Ayudanos a seguir andando!,7271,24,16600,34,Artes visuales
1460,"""AMA Y HAZ LO QUE QUIERAS""",GRUPO TRAZA,Argentina,"Somos un grupo de Diseñadores de Imagen y Sonido que desea terminar su operaprima. ""Ama y haz lo que quieras"" es un largometraje documental.",6307,24,6000,41,Artes visuales
1461,LA ISLA EN EL CIELO,FAR,Uruguay,"Soy un artista que trabaja con azulejos de colores de 2.5cmX2.5cm hace dos anos. Estoy en vías de comenzar mi mas grande proyecto, un mural",640,24,3100,7,Diseño
1462,UN DESTELLO QUE ILUMINA UNA ESCENA,Sabrina Passalia,Argentina,"Realización de una muestra en el Jardín Botánico de Bs. As., de un cuerpo de obras dedicado a la naturaleza y su contemplación.",239,24,4400,7,Artes visuales
1463,ELLA VENDRA,Ella Vendrá,Argentina,"BsAs, verano, años 90. La asfixia de un monoambiente. Ana espera. Imágenes de lo vivido recorren el espacio evidenciando el paso del tiempo.",1569,24,5900,12,Cine y video
1464,"PALABRELÍOS, LA SERIE.",Los Monovocálicos,Argentina,"PalabreLÍOS es una serie web para chicos,que va a disfrutar toda la familia. Sus protagonistas, Clara, Fede y Lolo, son MONOVOCÁLICOS.",4980,23,8000,40,Cine y video
1465,GHIERRA INTENDENTE,Ghierra Intendente,Uruguay,"Alfredo Ghierra está obsesionado con la ciudad. Con su equipo de notables, proponen proyectos inspirados para la Montevideo que queremos.",45955,23,18800,81,Artes visuales
1466,ESTIGMA DISCRETO,Estigma Discreto,Argentina,"Un Desorden necesario en la memoria emocional, pidiendo a gritos organización de los Patrones genéticos, en nuestra naturaleza afectiva.",1144,23,789,12,Cine y video
1467,"TAICHÍ, POESÍA Y ZOMBIES",DiegoMMF,Argentina,"Te presentamos una lectura diferente, enriquecedora y creativa... sea novela, ensayo o poesía.",6157,23,2000,23,Editorial
1468,RE-EVOLUCIÓN MILLENNIAL,Martín Traverso,Argentina,"Un libro de +300 páginas basado sobre la generación Millennial, cuenta también con historias de Millennials de diferentes partes del mundo.",7812,23,11200,50,Editorial
1469,"PUBLIQUEMOS ""SETENTA Y DOS""",Fernando JimFier,México,"Te invito a ser parte de la publicación de ""Setenta y Dos"". La editorial Rodrigo Porrúa quiere distribuirlo, falta pagar la impresión.",16500,23,2700,17,Editorial
1470,LA TIERRA QUE ARDE,Pablo Perez Fiedler,Argentina,Documental de investigación sobre los motivos ocultos detrás de los incendios de los últimos años en la Patagonia Argentina.,3611,23,2900,16,Cine y video
1471,LOSOTRO-REVISTA,Losotro,Argentina,Los de afuera somos nosotros. Una revista.Mostramos lo que queda en la periferia y que tiene lugar.En la pluralidad y fuera de toda norma.,2157,23,3600,16,Editorial
1472,¿PROTEGEMOS NUESTRA INFANCIA?,shcespedes,Chile,"Libro digital respecto a la Explotación Sexual Comercial en Niños, Niñas y Adolescente de la Región de Coquimbo, Chile.",2717,23,2500,4,Editorial
1473,ENAGUAS,Fabulandia,Argentina,Instalación Coreográfica Museo Nacional de la Historia del Traje,752,23,6800,9,Diseño
1474,SUSANA ENTONCES MARIO,Lateral Teatro,Uruguay,"Una obra que explora el significado del amor y de la realidad, investigando la relación sentimental entre una mujer y un robot.",7150,22,1800,18,Artes escénicas
1475,EL CREPÚSCULO DE LAS CABRAS,Diego De Zela,Argentina,"Ayúdame a publicar mi primer libro de ensayo filosófico sobre la libertad, el amor, educación y filosofía.",1520,22,893,8,Editorial
1476,VALPARAÍSO EN 100 PALABRAS,Fundación Plagio,Chile,Concurso de cuentos breves que invita a escribir relatos en un máximo 100 palabras sobre la vida en la región de Valparaíso,70529,22,11400,33,Editorial
1477,CINE DE PAPEL,paola dragonetti,Argentina,"Cine sin pantalla. Flipbooks, libritos animados.",3742,22,7600,45,Editorial
1478,"ANIMALES: ESPEJOS, MAESTROS Y",VeroKenigstein,Argentina,Un libro que recopila las historias de la magia de la sanación que ocurre en el encuentro de amor genuino entre animales y humanos.,7435,22,5400,30,Editorial
1479,SEGUNDO DISCO ARTE DE EPN TRIO,E.P.N. Trio,Argentina,"Queremos editar nuestro 2do Disco-Arte en el que homenajeamos a Bjork, E.S.T., Radiohead, Gismonti, Tom Waits, Spinetta, entre otros.",727,22,6300,19,Editorial
1480,EXPO CEMENTERIOS DE CHILE,Malvaro,Chile,"Hola, somos Álvaro y Marcos. Ayúdanos a montar la exposición fotográfica de nuestro segundo trabajo sobre los cementerios de Chile.",12012,22,1900,15,Artes visuales
1481,CLUB HEM DE LECTORES,Club Hem,Argentina,"Queremos reforzar el vínculo entre los autores y los lectores, mediante la planificación colectiva de los catálogos de narrativa y poesía.",5490,22,7300,57,Editorial
1482,FINANCIACIÓN GIRA 2018,Ayekan Circo Social,Argentina,Ayúdanos a financiar la puesta a punto de La Chancha para poder salir con ella a la ruta y... ¡¡seguir regando de sonrisas nuestro país!!,2190,22,1600,11,Artes escénicas
1483,MONTAJE OBRA CAMPO DE BATALLA,Valentina Durán,Chile,"La obra se llama ""Campo de Batalla. Las Ruinas de Estocolmo""",12584,22,6500,27,Artes escénicas
1484,VACÍOS,PaulaRendon,Colombia,El cine es nuestra forma de vida. Buscamos con “Vacíos” crear un espejo para el espectador y un espacio de experimentación con la vida misma,6141,22,9200,19,Artes visuales
1485,"""LÍMITES DIFUSOS"" EN MÉXICO.",Paola Andrea Gamboa Jiménez,Chile,"Hola!!! Somos la Compañía de Artes Escénicas La Ortopedia de Valparaíso, Chile y realizaremos una gira en México!!! Necesitamos tu ayuda!!",9581,22,1400,25,Artes escénicas
1486,EN BUSQUEDA DE LA CARAVANA,Casa Berlin,Argentina,Somos realizadoras de espacios y diseñadoras de objetos. Buscamos tener nuestra propia caravana para asi montar nuestro taller movil.,2190,22,10100,28,Diseño
1487,¡SÉ PARTE DE AQUELARRE!,Vanesa O Toole,Argentina,¿Nos ayudás a republicar La isla del Fuego y a lanzar La isla de la Tierra? Son los volúmenes 1 y 2 de la saga fantástica AQUELARRE.,2222,22,7200,21,Editorial
1488,DECISIÓN CORRECTA,mcbilleta.ladecisioncorrecta,Chile,"El músico MC BILLETA ha sido SECUESTRADO, impidiendo su actuación en Lollapalooza y de paso el final de nuestro DOCUMENTAL!",25998,22,9200,48,Cine y video
1489,LA CARNICERIA,MANZANA PODRIDA,Argentina,"Buenos Aires 2023, los hospitales han sido reemplazados por carnicerías. Es la implementación de un inadmisible sistema aceptado por todos.",2974,22,4600,20,Cine y video
1490,ALVARO IZURIETA,julio,Argentina,Retrato del artista plástico cordobes Alvaro Izurieta. Su historia de vida y un repaso por las diversas etapas de su producción artistica.,18660,22,3000,23,Cine y video
1491,EL HOMBRE DE LA NARIZ ROTA,Auguste Rodin,Argentina,Somos un grupo de teatro independiente que quiere llevar a cabo una obra teatral sobre los escultores Auguste Rodin y Camille Claudel.,1029,21,4000,11,Artes escénicas
1492,PROYECTO POSTALES,Picnic,Argentina,¿Te acordás de la alegría de recibir postales y cartas en tu buzón? Un Playmobil + una foto = una imagen de Bs As de excusa para sorprender.,4766,21,14400,40,Artes visuales
1493,A PURO TONOCOTÉ!,Catalina Agudin,Argentina,"tonocoté son zapatos elaborados con chaguar, trabajado por las mujeres wichis en el marco del comercio justo. Tu par, único.",4461,21,5300,12,Diseño
1494,"CORTOMETRAJE ""TRES VALIJAS""",franzettilara,Argentina,"Tres Valijas es un cortometraje con personajes aventureros, valijas, mapas, idiomas extranjeros, aviones y viajes a Ezeiza.",1373,21,3800,16,Cine y video
1495,CAZA DE PLATA,BombitaProds,Argentina,"Tres rateros de poca monta, deciden apostarlo todo en un último golpe: robar un cuadro de las manos de una aparentemente indefensa anciana.",5654,21,4900,39,Cine y video
1496,MIS AMIGAS Y YO -PELÍCULA-,Belén Paladino,Argentina,Mediometraje en proceso de rodaje. Proyecto de tesis de la Universidad Nacional de las Artes.,2141,21,2900,13,Cine y video
1497,'GERMINAR' - CORTOMETRAJE 2019,Liquen Filma,Chile,Cortometraje distopica de temáticas socio-ambiental.,6006,21,1700,10,Cine y video
1498,LA BUENA MOZA -DEMENTES (2017),Murga La Buena Moza,Argentina,"Estamos terminando de montar el nuevo espectáculo y necesitamos tu ayuda para invertir en vestuarios, utilería, maquillaje, escenografía,etc",7056,21,7800,65,Artes escénicas
1499,QUÉ NOCHE DE CASAMIENTO!!!,Quenoche,Argentina,"Necesitamos tu colaboración para poder concretar, disfrutar, compartir y difundir esta hermosa obra que es QUE NOCHE DE CASAMIENTO!!!.",2843,21,10800,19,Artes escénicas
1500,ENTRE DOS Y LAS SÁBANAS,arianal,Argentina,"Pocas veces una relación entre tres personas suele funcionar, pero ¿Y si a la hora de decidir entre dos, es la vida la que decide?",2108,21,5800,17,Cine y video
1501,CROWDFUNDING LA PELICULA,Matias Payer,Argentina,UN ARTISTA QUE SE LE PROHIBE HACER CINE. UNA PELÍCULA IMPOSIBLE DE PRODUCIRSE. UN SISTEMA QUE PARECE SER LA SOLUCIÓN.,1974,21,7800,26,Artes visuales
1502,CAJAS CHINAS,pppujol,Argentina,"Primera novela de Pablo Pujol, que será editada por Malisia. Participá de la venta anticipada y ayudanos con el financiamiento del proyecto.",2412,21,2000,21,Editorial
1503,LIBRO/ RITOS AL RAS DEL FUTURO,Los Ojos de Anita,Argentina,Este fotolibro es un intercambio de miradas sobre los hijos del 2001 desde el presente donde palabras e imagenes interactuan,2124,21,3600,29,Editorial
1504,VERDE MELODÍA- CORTOMETRAJE,pauzotta,Argentina,"Somos estudiantes de Diseño de Imagen y Sonido en FADU, UBA. Estamos haciendo el corto final de diseño I.",392,21,1800,5,Cine y video
1505,MONOAMBIENTE,Caro Barbosa,Argentina,"Obra teatral independiente. Ayudanos a hacerla posible. Un ambiente, dos habitantes, tres personajes. Un clima enrarecido y desopilante.",3056,21,3200,12,Artes escénicas
1506,EUFORIA Y DESEO,María Eugenia Heyaca,Argentina,Somos gente de teatro con muchas ganas de hacer una obra sobre Shakespeare de la que hablen todos y por eso necesitamos tu ayuda!,690,21,4600,80,Artes escénicas
1507,"DE MOÑOS, QUÉ SHOW!",nachoiri,Argentina,Un delirio de buen gusto en donde el humor y la música son protagonistas.,964,21,2700,10,Artes escénicas
1508,BOXEADOR,Patricio Ventura-Juncá,Chile,"Finalizar montaje del Boxeador, obra que rescata elementos peculiares de nuestra identidad con puesta en escena cercana al teatro de calle.",7493,21,3800,12,Artes escénicas
