,Proyecto,Autor(a),País,Descripción,Descripción (limpia),Palabras clave,Recaudación,Porcentaje,Vistas,Colaboradores,Categoría
1522,DOS - LO QUE SE DISUELVE,Dana Frigoli,Argentina,"La compañía DNI Tango está en pleno proceso de creación de una obra nueva, inovadora y multiartística para el año 2016. Te necesitamos!",compañía dni tango pleno proceso creación obra nueva inovadora multiartística año necesitamos, ano   dni   multiartistica ,13317,20,5700,42,Artes escénicas
1523,FLORES DE TAJY,Sol Bonelli,Argentina,"Obra teatral sobre la prostitución y sus explotadxs. Sobre la selva, las leyendas guaraníes y la búsqueda de libertad. Estrenamos mayo 2016.",obra teatral prostitución explotadxs selva leyendas guaraníes búsqueda libertad estrenamos mayo, teatral   libertad estrenamos ,2186,20,5100,27,Artes escénicas
1524,GABRIELA MISTRAL - LA DOMINGA,Gonzalo Matías Sepúlveda Núñez,Chile,"Nuestra obra ""Gabriela"" fue seleccionada para ir a Puerto Varas y necesitamos costear el viaje. ¡Ayúdanos! Descentralicemos el arte en Chile",obra gabriela seleccionada ir puerto varas necesitamos costear viaje ayúdanos descentralicemos arte chile, gabriela   arte   varas ,2960,20,1900,20,Artes escénicas
1525,BIÓNICOS,Expedicionario,Argentina,"Vinieron desde el Norte, pero muy pronto, ellos nos verán llegar a nosotros. Biónicos, ejército salvador de lo perdido.",vinieron norte pronto verán llegar biónicos ejército salvador perdido, norte   ejercito salvador ,5343,20,2300,19,Artes escénicas
1526,IMPRESIÓN ANIMAL,Melisapuroteatro,Argentina,Los 90´ en Argentina. Regalería china y ciudad del este. Los nuevos ricos y los nuevos pobres. 1 peso 1 dolar. El corralito y el final.,argentina regalería china ciudad nuevos ricos nuevos pobres peso dolar corralito final, nuevos   corralito   regaleria ,1676,20,3300,29,Artes escénicas
1527,EXPOSICIÓN Y TRAGEDIA,Ananda Rozzi,Chile,"Exposición, es un montaje que cuestiona la posición cultural latinoamericana a través del área transdisciplinar: performance, artes, teatro",exposición montaje cuestiona posición cultural latinoamericana través área transdisciplinar performance artes teatro, artes   montaje cuestiona ,2860,20,1900,8,Artes escénicas
1528,CEREMONIA BUFA,Bruno Iacobaccio,Argentina,"Somos una cooperativa teatral independiente integrada por docentes, alumnos y egresados de Andamio 90. Queremos estrenar.",cooperativa teatral independiente integrada docentes alumnos egresados andamio queremos estrenar, teatral   andamio queremos ,3366,20,2000,15,Artes escénicas
1529,ENTRA A UN MUNDO DE ENSUEÑO.,José Francisco Domínguez Aguilar,México,"Para decir adiós: Las dos Princesas, es una novela de fantasía, narra la odisea de una niña para encontrar a su mascota recién fallecida.",decir adiós princesas novela fantasía narra odisea niña encontrar mascota recién fallecida, adios   recien   mascota ,3800,19,4200,5,Editorial
1530,40 AÑOS DESPUÉS,tobiastercic,Argentina,Un grupo de amigos decide dejar de recordar una historia y volver a vivirla.,grupo amigos decide dejar recordar historia volver vivirla, volver   amigos decide ,1944,19,4200,39,Cine y video
1531,ELIPTIAN TRAVELIN,Alexia,Argentina,"Ravina mantiene sus poderes en secreto, pero el oscuro pasado que la persigue se interpondrá en su relación con Julia, su pareja.",ravina mantiene poderes secreto oscuro pasado persigue interpondrá relación julia pareja, mantiene   relacion julia ,3252,19,2600,30,Cine y video
1532,LOS ARENAS - LARGOMETRAJE,CorazonadasProd',Argentina,"Hoy, solos, totalmente solos, ni siquiera frente a nosotros mismos, todavía pretendemos descifrar lo que somos ...",hoy solos totalmente solos siquiera frente mismos todavía pretendemos descifrar, solos   todavia pretendemos ,6226,19,3500,7,Cine y video
1533,SUM,90 Producciones,Argentina,Somos estudiantes de Diseño de Imagen y Sonido de la UBA en busca de gente buena onda y con ganas de colaborar con nuestro Corto Tesis.,estudiantes diseño imagen sonido uba busca gente buena onda ganas colaborar corto tesis, corto   diseno imagen ,1958,19,7000,309,Cine y video
1534,"TENSIÓN EN LA RED, LIBRO LIBRE",Esteban Magnani,Argentina,"""Tensión en la red"" es un libro que vas a poder leer aunque no lo pagues. Pero si te gusta subrayar, compralo para que salga en papel.",tensión red libro vas poder leer aunque pagues si gusta subrayar compralo salga papel, subrayar compralo salga ,2199,19,11600,37,Editorial
1535,NI UNA MÁS,andresbeltrannossa,Argentina,"""Ni una más"" es un proyecto cortometraje que habla sobre as mentiras. porque...¿Quién no ha mentido alguna vez en su vida?",proyecto cortometraje habla mentiras porquequién mentido alguna vez vida, cortometraje   alguna vez ,1131,19,5300,17,Artes visuales
1536,EL PIRATA DE ALBERDI,Cuates Producciones,Argentina,"Cortometraje documental sobre la identidad y la pasión por el Club Atlético Belgrano Córdoba, de la mano de Cacho: El pirata de Alberdi.",cortometraje documental identidad pasión club atlético belgrano córdoba mano cacho pirata alberdi, documental   cacho pirata ,686,19,4700,9,Cine y video
1537,MENTE EN BLANCO,Mente en Blanco,Argentina,había una vez un joven que quería ser pintor: Hitler. Un cortometraje de suspenso psicológico que subvierte los prejuicios.,vez joven quería ser pintor hitler cortometraje suspenso psicológico subvierte prejuicios, joven   psicologico subvierte ,1275,19,1700,8,Cine y video
1538,SUEÑO RUSO - DOCUMENTAL VGIK,paveluiz,Argentina,"Ayuda para representar a la UBA y latinoamerica en la Escuela de Verano de la Universidad de Cine Rusa. Un viaje, un documental, un sueño.",ayuda representar uba latinoamerica escuela verano universidad cine rusa viaje documental sueño, representar   viaje documental ,1275,19,3700,18,Cine y video
1539,BOSQUE BUSCAS,Niceta,Argentina,Hacer una acción urbana sobre la fachada de Niceta empapelando su frente con una gigantografía impresa en papel de publicidad callejera.,hacer acción urbana fachada niceta empapelando frente gigantografía impresa papel publicidad callejera, accion   papel publicidad ,3692,19,5000,46,Artes visuales
1540,CULO Y CALZÓN,Lucas Gabriel Olivares,Argentina,"Culo y Calzón es un mediometraje independiente, hecho por un grupo de personas que crece en el cine hecho entre amigos.",culo calzón mediometraje independiente hecho grupo personas crece cine hecho amigos, hecho   calzon mediometraje ,964,19,7900,12,Cine y video
1541,NO INVENTES LO QUE NO QUIERAS QUE EXISTA,florcar,Argentina,"Propuesta performática basada en cinco cuentos de Silvina Ocampo, que estrenaremos en abril del año 2013 en una casa de época.",propuesta performática basada cinco cuentos silvina ocampo estrenaremos abril año casa época, casa   performatica basada ,310,19,4400,6,Artes escénicas
1542,FESTIVAL DE BRECHT - ARGENTINA,Sabino,Argentina,"Queremos organizar el II FESTIVAL INTERNACIONAL “La Posible Actualidad de Brecht”. Obras, debates y talleres abiertos. Gracias por tu ayuda.",queremos organizar ii festival internacional posible actualidad brecht obras debates talleres abiertos gracias ayuda, gracias   internacional posible ,1928,19,5600,17,Artes escénicas
1543,DOCUMENTAL EYMI NEWENGI,Maria Sabaidini,Argentina,"Eymi Newengi es un documental etnografico sobre la Nación Ranquel en la provincia de La Pampa, Argentina.",eymi newengi documental etnografico nación ranquel provincia pampa argentina, pampa   newengi documental ,5690,19,13500,103,Cine y video
1544,CONCILIO DE DRAGONES,Club de Rol de InJeniería,Chile,"Evento de 3 días con ambiente medieval, show, actividades, taberna, etc. Todos los fanáticos de la fantasía y juegos de rol están invitados",evento días ambiente medieval show actividades taberna etc fanáticos fantasía juegos rol invitados, dias ambiente   rol ,14186,19,9600,21,Juegos
1545,PROGRAMA VACA,programavaca,México,Verano Aprende Construye y Ayuda- es un programa que aúna construcción vernácula y materiales naturales. Este año construimos en Chiapas.,verano aprende construye ayuda programa aúna construcción vernácula materiales naturales año construimos chiapas, construimos   aprende construye ,31250,19,7200,41,Diseño
1546,NOSOTROS MISMOS,hemelpdciones,Argentina,"Contamos la historia de una niña de 13 años, influenciada por la amistad y retenida por su madre sobreprotectora.",contamos historia niña años influenciada amistad retenida madre sobreprotectora, historia   retenida madre ,448,19,2400,11,Cine y video
1547,SKOOL 77 CIUDAD DE ANGELES,Skool Manuva,México,Nuevo EP de Skool 77 + Documental + Libro Ciudad de Ángeles Tren de Vida el Documental Apoyanos.,nuevo ep skool documental libro ciudad ángeles tren vida documental apoyanos, documental   angeles tren ,3950,19,9100,22,Cine y video
1548,LA ESQUINA - CORTO METRAJE,Autor(a) desconocido(a),Argentina,"""La esquina"", una comedia de 25 minutos. Para que la sociedad porteña se mire al espejo. Y con humor.",esquina comedia minutos sociedad porteña mire espejo humor, espejo   comedia minutos ,1812,18,4100,10,Cine y video
1549,"MAMÁ, LA LUZ",José Pablo Mujica,Chile,Cortometraje filmado en Julio del 2017 en la Isla Grande de Chiloé.,cortometraje filmado julio isla grande chiloé, grande   filmado julio ,9295,18,1400,11,Cine y video
1550,“AL MENOS ESTÁN VIVOS”,PolaFilms,Argentina,Largometraje documental sobre las experiencias y emociones de migrantes venezolanos en Buenos Aires.,largometraje documental experiencias emociones migrantes venezolanos buenos aires, documental   venezolanos buenos ,8824,18,3000,17,Cine y video
1551,KIN AMAN - MINI-SERIE LGBTQ,Iván Preuss,Argentina,"Pérdidas, batallas personales, los fantasmas de un pasado oscuro y un amor. Enamórate de Kin Aman, la nueva serie LGBTQ qué vino a romperla!",pérdidas batallas personales fantasmas pasado oscuro amor enamórate kin aman nueva serie lgbtq vino romperla, vino   batallas personales ,6062,18,5200,22,Cine y video
1552,¡PUBLIQUEMOS JUANITA CAREY!,Editorial Cocorocoq,Chile,Juanita Carey es un libro ilustrado que narra la historia de una gata en busca de su identidad. las autoras son Patricia Cocq y Karina Cocq.,juanita carey libro ilustrado narra historia gata busca identidad autoras patricia cocq karina cocq, carey   patricia cocq ,10353,18,6200,22,Artes visuales
1553,LUGARES CON MEMORIA,francisca alsua morchio,Chile,Instalación artística interactiva y colaborativa que rescata la memoria de lugares que fueron centros de detención durante la dictadura.,instalación artística interactiva colaborativa rescata memoria lugares centros detención dictadura, detencion   artistica   centros ,31358,18,3700,22,Artes visuales
1554,"VISIONES, PINTURAS DEL ALMA",pilar,Chile,"Mezclo matices, tonalidades, colores, sombras, cuerpos, apariencias... Transformo tus fotografías en pinturas desde una perspectiva distinta",mezclo matices tonalidades colores sombras cuerpos apariencias transformo fotografías pinturas perspectiva distinta, perspectiva   matices tonalidades ,15587,18,5300,14,Artes visuales
1555,DOCUMENTAL EL SABOR POPULAR,El Sabor Popular,Argentina,"El Sabor Popular es un Proyecto de Cine Documental Viajero e Independiente, basado en pequeñas historias alrededor de la comida.",sabor popular proyecto cine documental viajero independiente basado pequeñas historias alrededor comida, popular   historias alrededor ,8987,18,2000,13,Cine y video
1556,VALE LA PENA | CORTOMETRAJE,Wilson,Chile,"Proyecto de cortometraje independiente, realizado por jóvenes audiovisuales chilenos. Eutanasia, amistad y mar.",proyecto cortometraje independiente realizado jóvenes audiovisuales chilenos eutanasia amistad mar, cortometraje   eutanasia amistad ,5949,18,2200,20,Cine y video
1557,EL PAPELITO,Madre de los Dragones,Argentina,"Una historia basada en hechos reales, que nos habla de la magia y la esperanza.",historia basada hechos reales habla magia esperanza, basada   habla magia ,1536,18,809,3,Cine y video
1558,A FINES DE AGOSTO - PELÍCULA,Juanse,Argentina,"A fines de agosto es una película que, en el final del invierno, reúne libros, acordeones, piletas, huidas y a otras películas.",fines agosto película final invierno reúne libros acordeones piletas huidas películas, pelicula   peliculas   agosto   libros ,1797,18,4100,15,Cine y video
1559,"""PECADORES""",Daniel Jorge Benitez,Argentina,La vida nos lleva a situaciones limite que sacan lo peor de nosotros. Le puede pasar a cualquiera porque todos somos #PECADORES.,vida lleva situaciones limite sacan peor puede pasar cualquiera pecadores, cualquiera   lleva situaciones ,1846,18,13500,16,Cine y video
1560,MARGARITA,Lina Henao,Colombia,"Cortometraje que narra la vida de Margarita, una mujer que trabaja como prostituta y que se ha cansado de su vida como la conoce.",cortometraje narra vida margarita mujer trabaja prostituta cansado vida conoce, narra vida   trabaja ,6783,18,12400,16,Cine y video
1561,RANCHO SERIE WEB,Rancho,Argentina,Serie Web argentina de comedia sobre cinco personas y sus problemas de convivencia.,serie web argentina comedia cinco personas problemas convivencia, problemas   web argentina ,422,18,7800,137,Cine y video
1562,¡MARIANO RIBAS LANZA SU LIBRO!,TantaAgua editorial,Argentina,Vení a la presentación de Crónicas del cielo y la Tierra y llevate tu ejemplar autografiado y dedicado.,vení presentación crónicas cielo tierra llevate ejemplar autografiado dedicado, presentacion   autografiado   cronicas ,719,18,3200,12,Editorial
1563,LANZAMIENTO PEZ KOI EDICIONES,Nathalie,Argentina,Editorial de novelas gráficas en español,editorial novelas gráficas español, graficas   novelas   espanol ,3007,18,6200,15,Editorial
1564,FONDO SOLIDARIO GRUPO 23,Trabajadores del Grupo 23,Argentina,"Más de 800 trabajadores no cobramos el salario desde diciembre. Tu aporte se destinará a alimentos, pañales y cubrir necesidades urgentes.",trabajadores cobramos salario diciembre aporte destinará alimentos pañales cubrir necesidades urgentes, cobramos   cubrir necesidades ,3088,18,10900,22,Editorial
1565,¿QUÉ NOS IMPORTA?,Natalia Herrera,Argentina,"El Libro ¿QUÉ NOS IMPORTA? es una campaña teatral que pregunta sobre ambiente, relaciones humanas, adicciones y sexualidad.",libro importa campaña teatral pregunta ambiente relaciones humanas adicciones sexualidad, importa   adicciones   campana ,1543,18,5500,29,Editorial
1566,EDITEMOS SESIONES SECRETAS!,Hernan Romero,Argentina,Me gustaría invitarte a que pases y escuches! Con tu apoyo editaremos SESIONES SECRETAS & rodaremos el próximo CLIP!,gustaría invitarte pases escuches apoyo editaremos sesiones secretas rodaremos próximo clip, proximo   invitarte pases ,1170,17,7000,135,Artes visuales
1567,EDICIÓN LIBRO ¿SERÁMUYTARDE?,Alonsogarays,Chile,¿Quieres tener de forma exclusiva mi nuevo libro? Ayúdame a que esto sea realidad.,quieres tener forma exclusiva nuevo libro ayúdame realidad, tener   ayudame   libro ,2829,17,504,8,Editorial
1568,PROBLEMÁTICOS (SERIE WEB),Felipe Castro,Argentina,"Problemáticos es una serie de ficción pensada para la web, donde los personajes le ponen vida a problemas matemáticos de forma divertida.",problemáticos serie ficción pensada web personajes ponen vida problemas matemáticos forma divertida, serie   matematicos forma ,3431,17,6000,37,Juegos
